UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],falha_real,conjunto,faixa_desgaste
9163,M,297.6,308.6,1509,39.7,166,0,treino,100-199 min
9164,L,297.6,308.6,1415,47.3,169,0,treino,100-199 min
9165,L,297.6,308.6,2384,14.4,171,0,treino,100-199 min
9166,L,297.6,308.6,1326,62.4,173,0,treino,100-199 min
9167,M,297.6,308.6,1390,53.4,175,0,treino,100-199 min
9168,M,297.6,308.7,1392,41.2,178,0,treino,100-199 min
9169,H,297.6,308.8,1385,44.4,181,0,treino,100-199 min
9170,L,297.7,308.8,1896,24.5,186,0,validacao,100-199 min
9171,L,297.7,308.7,1474,46.8,188,0,treino,100-199 min
9172,M,297.7,308.8,1388,45.6,190,0,treino,100-199 min
9173,L,297.7,308.9,1715,27.2,193,0,treino,100-199 min
9174,H,297.8,308.9,1650,32.2,195,0,treino,100-199 min
9175,L,297.8,308.9,1871,25.6,200,1,teste,200+ min
9176,L,297.8,309,1403,64.2,0,1,treino,0-99 min
9177,L,297.8,308.9,1518,40.4,2,0,treino,0-99 min
9178,L,297.9,309.1,1504,43,4,0,treino,0-99 min
9179,L,297.8,309,1340,56.9,6,0,treino,0-99 min
9180,H,297.9,309.1,1435,44.7,8,0,treino,0-99 min
9181,L,297.9,309.1,1507,36.9,13,0,treino,0-99 min
9182,L,297.9,309.1,1521,36.1,15,0,teste,0-99 min
9183,M,297.8,309,1576,45,17,0,treino,0-99 min
9184,L,297.9,309.1,1543,36.6,20,0,treino,0-99 min
9185,L,298,309.2,1665,36.6,22,0,treino,0-99 min
9186,L,297.9,309.1,1442,50.3,24,0,treino,0-99 min
9187,L,297.9,309,1629,29,26,0,treino,0-99 min
9188,L,297.9,309,1379,47.3,28,0,validacao,0-99 min
9189,L,297.9,309,1502,40.2,30,0,treino,0-99 min
9190,L,297.9,309.1,1595,32,32,0,teste,0-99 min
9191,M,298,309,1439,38.5,34,0,treino,0-99 min
9192,M,297.9,309,1970,21.6,37,0,teste,0-99 min
9193,L,297.9,309,1562,35.8,40,0,treino,0-99 min
9194,M,297.9,309,1530,40.9,42,0,validacao,0-99 min
9195,L,297.9,308.9,1393,40.6,45,0,treino,0-99 min
9196,L,297.9,309,1532,37.6,47,0,treino,0-99 min
9197,L,298,308.9,1607,37.7,49,0,treino,0-99 min
9198,M,297.9,308.8,1469,49,51,0,validacao,0-99 min
9199,M,297.9,308.8,1538,37.6,54,0,treino,0-99 min
9200,L,297.9,308.8,1613,31.4,57,0,treino,0-99 min
9201,M,297.9,308.8,1602,32.1,59,0,validacao,0-99 min
9202,L,297.8,308.7,1404,44.2,62,0,treino,0-99 min
9203,L,297.8,308.8,1548,36.9,64,0,treino,0-99 min
9204,L,297.8,308.8,1559,35.2,66,0,treino,0-99 min
9205,L,297.8,308.8,1621,36.1,68,0,teste,0-99 min
9206,L,297.8,308.8,1579,32.9,70,0,treino,0-99 min
9207,M,297.9,308.9,1547,44,72,0,treino,0-99 min
9208,L,297.9,308.8,1386,48.6,75,0,teste,0-99 min
9209,L,298,308.9,1406,40.9,77,0,treino,0-99 min
9210,M,298,309,1393,55.9,79,0,treino,0-99 min
9211,M,297.9,309,2456,13.9,82,0,treino,0-99 min
9212,M,298,309,1409,49.1,85,0,treino,0-99 min
9213,L,298,308.9,1390,53.9,88,0,teste,0-99 min
9214,L,298,309,1679,32.4,90,0,treino,0-99 min
9215,L,298,308.9,1508,37.1,92,0,treino,0-99 min
9216,L,297.9,308.8,1681,31.7,94,0,validacao,0-99 min
9217,H,297.7,308.8,1469,43.7,96,0,treino,0-99 min
9218,L,297.8,308.8,1421,49.6,101,0,treino,100-199 min
9219,L,297.7,308.8,1354,50.2,103,0,treino,100-199 min
9220,M,297.7,308.8,1350,57,105,0,treino,100-199 min
9221,L,297.8,308.9,1282,58.1,108,0,treino,100-199 min
9222,M,297.8,309,1675,30,110,0,validacao,100-199 min
9223,M,297.9,309,1525,38.5,113,0,validacao,100-199 min
9224,L,297.9,309,1382,43.9,116,0,treino,100-199 min
9225,L,297.9,309,1450,46.8,118,0,validacao,100-199 min
9226,L,298,309.1,1820,23.6,120,0,teste,100-199 min
9227,L,298,309.1,1822,23.5,122,0,treino,100-199 min
9228,L,298,309.1,1473,44.3,124,0,treino,100-199 min
9229,M,298.1,309.1,1572,37.5,126,0,treino,100-199 min
9230,M,298.1,309,2042,17.8,129,0,teste,100-199 min
9231,L,298.2,309.2,1922,22.6,132,0,treino,100-199 min
9232,L,298.2,309.1,1539,36.5,134,0,teste,100-199 min
9233,L,298.2,309.1,1350,52,136,0,teste,100-199 min
9234,L,298.3,309.1,1403,45.1,138,0,treino,100-199 min
9235,L,298.3,309.1,1904,20.3,140,0,teste,100-199 min
9236,M,298.2,308.9,1592,35.2,142,0,treino,100-199 min
9237,L,298.1,308.7,1556,31.6,145,0,teste,100-199 min
9238,M,298.1,308.8,1811,25.4,147,0,validacao,100-199 min
9239,M,298.2,308.8,1456,41.2,150,0,treino,100-199 min
9240,H,298.2,308.8,1436,51.9,153,0,treino,100-199 min
9241,M,298.1,308.7,1362,49.6,158,0,treino,100-199 min
9242,L,298.1,308.7,1683,29.1,161,0,treino,100-199 min
9243,M,298.2,308.7,1269,60.9,163,0,validacao,100-199 min
9244,L,298.3,308.8,1454,49,166,0,teste,100-199 min
9245,L,298.3,308.8,1767,27.3,168,0,treino,100-199 min
9246,L,298.3,308.9,1708,27.3,170,0,treino,100-199 min
9247,L,298.3,308.9,1862,27,172,0,treino,100-199 min
9248,L,298.3,308.9,1695,30.7,174,0,treino,100-199 min
9249,M,298.3,309.1,1488,40.6,176,0,teste,100-199 min
9250,L,298.3,309,1657,32.2,179,0,treino,100-199 min
9251,H,298.3,309,1823,25.9,181,0,treino,100-199 min
9252,M,298.2,309.1,1651,28.8,186,0,validacao,100-199 min
9253,M,298.1,309,1533,36.1,189,0,treino,100-199 min
9254,M,298.2,309,1508,40.5,192,0,treino,100-199 min
9255,L,298.3,309.1,1616,31.1,195,0,treino,100-199 min
9256,L,298.2,309,1651,31.5,197,0,treino,100-199 min
9257,L,298.2,309.1,1569,35.2,199,0,teste,100-199 min
9258,M,298.3,309.1,1296,58.7,201,0,validacao,200+ min
9259,H,298.3,309,1379,43.2,0,0,treino,0-99 min
9260,M,298.2,309,1694,28,5,0,teste,0-99 min
9261,L,298.2,309,1377,57.8,8,0,treino,0-99 min
9262,H,298.3,309,1470,38.4,10,0,treino,0-99 min
9263,M,298.3,309.1,1404,47,15,0,treino,0-99 min
9264,L,298.3,309.1,1593,40.1,18,0,validacao,0-99 min
9265,M,298.3,309,1526,36.9,20,0,validacao,0-99 min
9266,M,298.3,308.9,1390,49.7,23,0,treino,0-99 min
9267,L,298.2,308.9,1737,25.5,26,0,validacao,0-99 min
9268,L,298.2,308.8,1362,57.3,28,0,treino,0-99 min
9269,L,298.2,308.8,1666,31.5,30,0,validacao,0-99 min
9270,L,298.2,308.8,1354,60.9,32,0,teste,0-99 min
9271,L,298.2,308.8,1302,60.4,34,0,treino,0-99 min
9272,L,298.2,308.7,1991,20.5,36,0,treino,0-99 min
9273,L,298.2,308.6,1353,54.1,38,0,teste,0-99 min
9274,H,298.2,308.7,1520,35.7,40,0,treino,0-99 min
9275,L,298.2,308.7,1428,54.9,45,0,treino,0-99 min
9276,L,298.2,308.7,1605,29.4,47,0,validacao,0-99 min
9277,L,298.1,308.7,1691,30.3,49,0,teste,0-99 min
9278,L,298.2,308.7,1447,48.4,51,0,validacao,0-99 min
9279,H,298.2,308.8,1606,39.9,53,0,treino,0-99 min
9280,M,298.2,308.8,1645,28.2,58,0,treino,0-99 min
9281,H,298.2,308.8,1470,43.3,61,0,treino,0-99 min
9282,L,298.2,308.9,1336,45,66,0,treino,0-99 min
9283,M,298.2,308.9,1414,44.3,68,0,teste,0-99 min
9284,M,298.3,309,1802,27.5,71,0,treino,0-99 min
9285,L,298.2,308.9,1683,31.7,74,0,treino,0-99 min
9286,M,298.2,309,1410,47.6,76,0,treino,0-99 min
9287,L,298.2,308.9,1605,32,79,0,teste,0-99 min
9288,L,298.2,308.9,1709,28.1,81,0,treino,0-99 min
9289,L,298.2,308.9,1444,53.1,83,0,treino,0-99 min
9290,L,298.2,308.9,1367,45,85,0,treino,0-99 min
9291,L,298.2,309,1418,44.2,87,0,treino,0-99 min
9292,L,298.2,309,1353,57.8,89,0,teste,0-99 min
9293,L,298.2,309,1643,34.1,91,0,treino,0-99 min
9294,L,298.3,309.1,1437,38,93,0,validacao,0-99 min
9295,L,298.1,309,1437,36.2,95,0,treino,0-99 min
9296,M,298.2,309,1413,47.9,97,0,treino,0-99 min
9297,H,298.2,309,1524,39.1,100,0,treino,100-199 min
9298,M,298.1,308.9,1479,43.4,105,0,validacao,100-199 min
9299,L,298.1,308.9,1313,50.6,108,0,validacao,100-199 min
9300,M,298.1,308.9,1335,50.4,110,0,treino,100-199 min
9301,L,298.1,308.9,1367,41.9,113,0,teste,100-199 min
9302,M,298.1,308.9,1459,50.3,115,0,treino,100-199 min
9303,M,298.1,308.9,1804,25.1,118,0,treino,100-199 min
9304,L,298.2,309,1491,38.3,121,0,treino,100-199 min
9305,L,298.3,309.1,1537,43,123,0,treino,100-199 min
9306,H,298.3,309.1,1646,30.2,125,0,treino,100-199 min
9307,M,298.3,309.2,1783,28.3,130,0,validacao,100-199 min
9308,L,298.3,309.1,1395,49.8,133,0,treino,100-199 min
9309,L,298.4,309.1,1423,48,135,0,teste,100-199 min
9310,L,298.3,309.2,1562,37.6,137,0,treino,100-199 min
9311,L,298.4,309.3,1549,40.8,139,0,treino,100-199 min
9312,L,298.4,309.4,1540,43.2,141,0,teste,100-199 min
9313,H,298.5,309.4,1573,33.6,143,0,teste,100-199 min
9314,L,298.5,309.4,1418,45.1,148,0,teste,100-199 min
9315,M,298.5,309.4,1565,33.7,150,0,treino,100-199 min
9316,L,298.5,309.5,1569,41,153,0,treino,100-199 min
9317,H,298.5,309.4,1417,41.2,155,0,teste,100-199 min
9318,L,298.5,309.5,1480,38.1,160,0,teste,100-199 min
9319,L,298.5,309.4,1364,44.5,162,0,treino,100-199 min
9320,L,298.5,309.4,1911,21.5,164,0,treino,100-199 min
9321,L,298.4,309.3,1409,43.1,166,0,teste,100-199 min
9322,L,298.4,309.2,1335,53.5,168,0,treino,100-199 min
9323,M,298.5,309.3,1512,38.1,170,0,treino,100-199 min
9324,L,298.6,309.4,1447,40.2,173,0,validacao,100-199 min
9325,L,298.6,309.3,1537,37.6,175,0,treino,100-199 min
9326,M,298.6,309.3,1510,40.8,177,0,treino,100-199 min
9327,L,298.6,309.3,1677,31.2,180,0,treino,100-199 min
9328,L,298.5,309.2,1504,33.7,182,0,treino,100-199 min
9329,H,298.5,309.1,2051,19,184,0,validacao,100-199 min
9330,L,298.5,309.1,1474,41.3,189,0,treino,100-199 min
9331,M,298.4,309,1507,36.1,191,0,treino,100-199 min
9332,L,298.4,308.9,1496,37.9,194,0,teste,100-199 min
9333,M,298.5,309,1921,22,196,0,treino,100-199 min
9334,L,298.5,309,1450,40.5,199,0,treino,100-199 min
9335,L,298.4,308.9,1402,44.8,201,0,treino,200+ min
9336,L,298.4,308.9,1501,50,203,0,treino,200+ min
9337,L,298.5,308.9,1725,31.9,205,0,treino,200+ min
9338,H,298.5,308.9,1500,40.3,207,0,teste,200+ min
9339,H,298.5,309,1531,30.8,212,0,teste,200+ min
9340,L,298.5,309,1458,44.8,217,0,validacao,200+ min
9341,H,298.4,308.9,1577,37.1,0,0,validacao,0-99 min
9342,M,298.3,308.9,1363,46.1,5,0,treino,0-99 min
9343,H,298.3,308.9,1706,31.8,8,0,validacao,0-99 min
9344,M,298.3,308.8,1391,50.4,13,0,treino,0-99 min
9345,L,298.2,308.8,1616,33.7,16,0,treino,0-99 min
9346,L,298.2,308.8,1442,47,18,0,treino,0-99 min
9347,M,298.2,308.8,1626,40.4,20,0,treino,0-99 min
9348,M,298.2,308.7,1426,42.6,23,0,teste,0-99 min
9349,L,298.2,308.7,1436,49.1,26,0,validacao,0-99 min
9350,M,298.2,308.7,1599,36.2,28,0,treino,0-99 min
9351,L,298.2,308.7,2186,17.8,31,0,validacao,0-99 min
9352,L,298.3,308.8,1645,30.4,33,0,treino,0-99 min
9353,L,298.2,308.7,1780,27.9,35,0,treino,0-99 min
9354,L,298.2,308.8,1345,44.3,37,0,teste,0-99 min
9355,M,298.2,308.8,1607,31.9,39,0,teste,0-99 min
9356,L,298.3,308.9,1708,28,42,0,treino,0-99 min
9357,L,298.3,308.9,1270,52.7,44,0,treino,0-99 min
9358,M,298.3,308.9,1646,25.4,46,0,treino,0-99 min
9359,L,298.2,308.7,1407,45.1,49,0,treino,0-99 min
9360,M,298.1,308.7,1581,47.4,51,0,treino,0-99 min
9361,L,298,308.6,1532,42.6,54,0,treino,0-99 min
9362,L,298,308.6,1610,33.1,56,0,treino,0-99 min
9363,M,298,308.5,1682,33,58,0,treino,0-99 min
9364,L,297.9,308.5,1519,34.3,61,0,treino,0-99 min
9365,L,297.9,308.5,1683,28.5,63,0,validacao,0-99 min
9366,M,298,308.6,1254,55.8,65,0,treino,0-99 min
9367,L,298,308.5,1461,48,68,0,teste,0-99 min
9368,L,297.9,308.5,1472,45.1,70,0,treino,0-99 min
9369,L,297.7,308.4,1510,38.6,72,0,treino,0-99 min
9370,M,297.7,308.3,1547,36.8,74,0,validacao,0-99 min
9371,H,297.7,308.4,1418,51.9,77,0,treino,0-99 min
9372,L,297.7,308.4,1289,51.3,82,0,teste,0-99 min
9373,L,297.7,308.4,1487,41.4,84,0,teste,0-99 min
9374,L,297.7,308.5,1453,45.5,86,0,treino,0-99 min
9375,M,297.8,308.5,1466,44.7,88,0,treino,0-99 min
9376,H,297.7,308.4,1288,49.5,91,0,treino,0-99 min
9377,H,297.7,308.4,1738,27.7,96,0,treino,0-99 min
9378,H,297.7,308.3,1488,41,101,0,treino,100-199 min
9379,L,297.6,308.3,1816,28.8,106,0,treino,100-199 min
9380,L,297.5,308.2,1419,48.5,108,0,treino,100-199 min
9381,L,297.4,308.1,1435,45.7,110,0,treino,100-199 min
9382,M,297.5,308.1,1480,42.4,112,0,teste,100-199 min
9383,L,297.5,308.2,1610,33.6,115,0,treino,100-199 min
9384,H,297.5,308.1,1548,38.2,117,0,treino,100-199 min
9385,M,297.6,308.1,1379,57.4,122,0,treino,100-199 min
9386,M,297.5,308.1,1907,23.5,125,0,teste,100-199 min
9387,M,297.5,308,2033,16.7,128,0,teste,100-199 min
9388,H,297.4,307.9,1390,52,131,0,validacao,100-199 min
9389,M,297.5,307.9,1544,37.9,136,0,validacao,100-199 min
9390,L,297.6,308,1258,57.4,139,0,treino,100-199 min
9391,M,297.5,308,1560,39,141,0,validacao,100-199 min
9392,H,297.6,308.2,2071,18.5,144,0,treino,100-199 min
9393,L,297.6,308.1,1437,46.3,149,0,validacao,100-199 min
9394,H,297.7,308.2,1489,43,151,0,teste,100-199 min
9395,L,297.7,308.2,1334,53,156,0,teste,100-199 min
9396,L,297.7,308.2,1500,39.9,158,0,teste,100-199 min
9397,L,297.8,308.3,1498,47.3,160,0,validacao,100-199 min
9398,M,297.7,308.2,1370,53.4,162,0,treino,100-199 min
9399,H,297.7,308.2,1526,40.1,165,0,validacao,100-199 min
9400,L,297.8,308.3,1477,44.8,170,0,treino,100-199 min
9401,L,297.7,308.2,1446,43.9,172,0,validacao,100-199 min
9402,M,297.7,308.2,1720,25.6,174,0,treino,100-199 min
9403,L,297.7,308.1,1734,30.7,177,0,teste,100-199 min
9404,L,297.7,308.1,1697,29.1,179,0,treino,100-199 min
9405,L,297.7,308.2,2007,19.3,181,0,treino,100-199 min
9406,M,297.7,308.1,1469,48.8,183,0,treino,100-199 min
9407,M,297.7,308.1,2189,15.6,186,0,validacao,100-199 min
9408,L,297.8,308.3,1435,50.1,189,0,treino,100-199 min
9409,H,297.9,308.4,1637,34.5,191,0,treino,100-199 min
9410,L,298,308.5,1664,28.3,196,0,treino,100-199 min
9411,M,298,308.5,1666,31,198,0,teste,100-199 min
9412,L,298,308.5,1404,46.6,201,0,teste,200+ min
9413,L,298,308.5,1702,26.7,203,0,validacao,200+ min
9414,L,298.1,308.6,1439,44.9,205,0,teste,200+ min
9415,L,298.1,308.6,1354,53.9,207,1,teste,200+ min
9416,M,298.2,308.7,1361,44.2,0,0,treino,0-99 min
9417,M,298.1,308.5,1463,45.9,3,0,validacao,0-99 min
9418,H,298.1,308.4,1515,43.8,6,0,treino,0-99 min
9419,L,298,308.4,1432,46.2,11,0,treino,0-99 min
9420,L,298,308.4,1911,22,13,0,teste,0-99 min
9421,L,298,308.4,1472,42,15,0,treino,0-99 min
9422,M,298.1,308.5,1382,54.5,17,0,treino,0-99 min
9423,L,298.1,308.5,1665,29.6,20,0,treino,0-99 min
9424,L,298.1,308.5,1676,30.5,22,0,treino,0-99 min
9425,M,298,308.5,1585,33,24,0,validacao,0-99 min
9426,M,298.1,308.6,1415,46.3,27,0,treino,0-99 min
9427,L,298.1,308.7,1341,55.7,30,0,treino,0-99 min
9428,L,298.2,308.8,1540,34.8,32,0,teste,0-99 min
9429,H,298.2,308.8,1837,28.4,34,0,treino,0-99 min
9430,L,298.2,308.8,1498,36,39,0,treino,0-99 min
9431,L,298.1,308.7,1671,28.8,41,0,treino,0-99 min
9432,L,298,308.6,1430,57,43,0,teste,0-99 min
9433,L,298,308.7,1619,40.1,45,0,validacao,0-99 min
9434,M,298,308.7,1430,51.9,47,0,treino,0-99 min
9435,L,298,308.6,1626,33.3,50,0,treino,0-99 min
9436,L,298,308.7,1443,49.3,52,0,validacao,0-99 min
9437,L,298,308.6,1481,42.5,54,0,treino,0-99 min
9438,M,298.1,308.7,1527,43,56,0,treino,0-99 min
9439,M,298.1,308.7,1315,56.8,59,0,treino,0-99 min
9440,M,298.1,308.8,1433,48.2,62,0,treino,0-99 min
9441,M,298.1,308.8,1378,53.5,65,0,teste,0-99 min
9442,L,298.1,308.8,1432,43.4,68,0,treino,0-99 min
9443,M,298.1,308.8,1394,47.9,70,0,treino,0-99 min
9444,H,298,308.8,1411,53.8,73,0,treino,0-99 min
9445,L,298.1,308.9,2136,15.9,78,0,treino,0-99 min
9446,M,298.2,309,1446,45.8,80,0,treino,0-99 min
9447,H,298.1,308.9,1388,53.5,83,0,teste,0-99 min
9448,M,298.1,308.9,1323,51.7,88,0,treino,0-99 min
9449,L,298.2,309,1780,29.3,91,0,treino,0-99 min
9450,M,298.1,308.8,1434,41.8,93,0,validacao,0-99 min
9451,M,298,308.7,1494,42.6,96,0,teste,0-99 min
9452,H,298,308.7,1536,39.6,99,0,treino,0-99 min
9453,M,298,308.7,1392,53.4,104,0,teste,100-199 min
9454,H,298.2,309,1360,56.8,107,0,treino,100-199 min
9455,L,298.4,309.2,1583,35.4,112,0,treino,100-199 min
9456,L,298.5,309.2,1983,20.2,114,0,treino,100-199 min
9457,L,298.5,309.3,1630,33.3,116,0,treino,100-199 min
9458,M,298.5,309.3,1692,26.7,118,0,validacao,100-199 min
9459,L,298.4,309.1,1417,40.6,121,0,teste,100-199 min
9460,L,298.4,309.1,1579,36.1,123,0,teste,100-199 min
9461,M,298.4,309.2,1399,45.2,125,0,treino,100-199 min
9462,M,298.4,309.2,1414,46.4,128,0,treino,100-199 min
9463,L,298.5,309.3,1570,40.1,131,0,validacao,100-199 min
9464,M,298.5,309.3,1552,36.8,133,0,validacao,100-199 min
9465,L,298.6,309.4,1440,48.2,136,0,treino,100-199 min
9466,M,298.6,309.4,1460,43.8,138,0,treino,100-199 min
9467,L,298.6,309.4,1471,48,141,0,validacao,100-199 min
9468,L,298.6,309.3,1702,27.6,143,0,validacao,100-199 min
9469,L,298.6,309.4,1375,55.4,145,0,teste,100-199 min
9470,L,298.6,309.4,1698,33.2,147,0,treino,100-199 min
9471,H,298.6,309.4,1439,47.1,149,0,treino,100-199 min
9472,M,298.6,309.4,1774,27.5,154,0,teste,100-199 min
9473,M,298.7,309.4,1375,48.3,157,0,treino,100-199 min
9474,L,298.7,309.5,1446,40,160,0,treino,100-199 min
9475,M,298.7,309.6,1455,46.8,162,0,treino,100-199 min
9476,L,298.8,309.6,1523,41.9,165,0,teste,100-199 min
9477,M,298.8,309.6,1692,31.9,167,0,teste,100-199 min
9478,M,298.8,309.6,1693,33.3,170,0,treino,100-199 min
9479,L,298.8,309.6,1890,24,173,0,validacao,100-199 min
9480,H,298.9,309.6,1600,33.5,175,0,treino,100-199 min
9481,M,298.9,309.6,1434,43.8,180,0,treino,100-199 min
9482,L,298.9,309.6,1365,50.9,183,0,validacao,100-199 min
9483,H,298.8,309.6,1309,57.4,185,0,teste,100-199 min
9484,H,298.9,309.6,1546,35.3,190,0,treino,100-199 min
9485,L,298.9,309.6,1663,33.7,195,0,teste,100-199 min
9486,L,298.9,309.6,1589,34.2,197,0,treino,100-199 min
9487,M,298.9,309.6,1472,46,199,0,teste,100-199 min
9488,L,298.9,309.6,1583,39.8,202,0,validacao,200+ min
9489,M,298.9,309.6,1567,34.5,204,0,teste,200+ min
9490,L,298.9,309.7,1407,41.9,207,0,teste,200+ min
9491,M,299,309.7,1418,44.7,209,0,treino,200+ min
9492,M,299,309.7,1489,40.7,212,0,treino,200+ min
9493,L,299.1,309.9,1586,36.6,215,0,teste,200+ min
9494,L,299.1,309.8,1398,55.4,217,1,treino,200+ min
9495,L,299.2,309.9,1516,41.4,219,0,treino,200+ min
9496,H,299.3,310,1373,44.8,221,0,treino,200+ min
9497,M,299.2,310,1349,50.4,226,0,treino,200+ min
9498,H,299.1,309.9,1443,40.3,0,0,treino,0-99 min
9499,H,299.2,310.1,1542,36.1,5,0,validacao,0-99 min
9500,L,299.2,310.1,1534,37.7,10,0,treino,0-99 min
9501,L,299.2,310.2,1697,30.6,12,0,validacao,0-99 min
9502,L,299.3,310.3,1396,47.4,14,0,treino,0-99 min
9503,L,299.3,310.2,1495,49.2,16,0,treino,0-99 min
9504,M,299.2,310.3,1551,44.8,18,0,teste,0-99 min
9505,L,299.2,310.3,1440,47,21,0,validacao,0-99 min
9506,L,299.2,310.3,1429,40.1,23,0,treino,0-99 min
9507,H,299.3,310.4,1548,41.6,25,0,teste,0-99 min
9508,L,299.3,310.5,1505,38.8,30,0,treino,0-99 min
9509,L,299.2,310.4,1611,36.4,32,0,treino,0-99 min
9510,M,299.2,310.4,1502,39.8,34,0,teste,0-99 min
9511,M,299.2,310.4,1504,43.3,37,0,treino,0-99 min
9512,L,299.1,310.3,1449,40.7,40,0,teste,0-99 min
9513,L,299,310.2,1575,37.8,42,0,treino,0-99 min
9514,M,299,310.2,1598,33.4,44,0,validacao,0-99 min
9515,L,299,310.1,1416,45.9,47,0,treino,0-99 min
9516,L,299,310.2,1682,28.8,49,0,treino,0-99 min
9517,L,298.9,310.1,1341,54.5,51,0,treino,0-99 min
9518,L,298.9,310.1,1523,39.1,53,0,teste,0-99 min
9519,L,299,310.1,1580,41.9,55,0,validacao,0-99 min
9520,L,299,310.1,1531,36,57,0,treino,0-99 min
9521,L,299,310.1,1375,48.9,59,0,treino,0-99 min
9522,M,298.9,310.1,1484,40.4,61,0,treino,0-99 min
9523,M,299,310.2,1657,32.3,64,0,validacao,0-99 min
9524,L,299,310.2,1494,40.6,67,0,validacao,0-99 min
9525,H,299,310.3,1658,27.6,69,0,validacao,0-99 min
9526,L,299.1,310.3,1411,42.1,74,0,treino,0-99 min
9527,M,299.2,310.4,1395,55.4,76,0,treino,0-99 min
9528,L,299.1,310.4,1550,43.9,79,0,validacao,0-99 min
9529,M,299.1,310.3,1233,59,81,0,treino,0-99 min
9530,L,299.1,310.3,1459,46.7,84,0,teste,0-99 min
9531,H,299.1,310.4,1405,53.6,86,0,teste,0-99 min
9532,L,299.2,310.5,1458,44.1,91,0,treino,0-99 min
9533,L,299.2,310.5,1384,48.7,93,0,treino,0-99 min
9534,L,299.2,310.5,1705,29.5,95,0,teste,0-99 min
9535,L,299.3,310.6,1443,45.7,97,0,teste,0-99 min
9536,M,299.3,310.6,1609,31.4,99,0,validacao,0-99 min
9537,L,299.3,310.5,1818,26,102,0,validacao,100-199 min
9538,M,299.3,310.6,1457,42.1,104,0,treino,100-199 min
9539,L,299.3,310.6,1480,45.1,107,0,teste,100-199 min
9540,L,299.4,310.8,1424,47.7,109,0,validacao,100-199 min
9541,M,299.4,310.8,1628,40.2,111,0,validacao,100-199 min
9542,M,299.5,310.8,1754,31.3,114,0,teste,100-199 min
9543,L,299.6,310.9,1716,28.5,117,0,teste,100-199 min
9544,M,299.5,310.9,1378,48.7,119,0,validacao,100-199 min
9545,L,299.6,311,1708,31,122,0,treino,100-199 min
9546,L,299.6,311,1430,38.3,124,0,treino,100-199 min
9547,M,299.7,311.2,1560,43.9,126,0,validacao,100-199 min
9548,L,299.6,311.1,1679,30.7,129,0,teste,100-199 min
9549,L,299.6,311.1,1521,37.2,131,0,teste,100-199 min
9550,M,299.6,311.1,1649,33.8,133,0,treino,100-199 min
9551,M,299.5,311,1451,43.3,136,0,treino,100-199 min
9552,L,299.4,310.8,1391,48.9,139,0,treino,100-199 min
9553,M,299.3,310.8,1523,40.9,141,0,treino,100-199 min
9554,L,299.3,310.7,1495,39.2,144,0,treino,100-199 min
9555,M,299.3,310.7,1440,45.5,146,0,teste,100-199 min
9556,H,299.4,310.8,1585,31.4,149,0,teste,100-199 min
9557,L,299.5,310.8,1374,48.3,154,0,treino,100-199 min
9558,M,299.5,310.8,1507,40.2,156,0,treino,100-199 min
9559,M,299.5,310.9,1577,34.6,159,0,teste,100-199 min
9560,L,299.5,310.9,1496,38.5,162,0,treino,100-199 min
9561,L,299.6,310.9,1487,42.5,164,0,treino,100-199 min
9562,L,299.6,310.9,1853,26.3,166,0,treino,100-199 min
9563,M,299.7,311,1435,50.1,168,0,treino,100-199 min
9564,M,299.8,311.1,1763,25.5,171,0,treino,100-199 min
9565,L,299.8,311.1,1820,24.9,174,0,treino,100-199 min
9566,M,299.8,311.1,1498,38.1,176,0,treino,100-199 min
9567,L,299.8,311.1,1603,35.1,179,0,treino,100-199 min
9568,L,299.8,311.1,1412,42.5,181,0,validacao,100-199 min
9569,L,299.8,311.1,1588,38,183,0,teste,100-199 min
9570,M,299.8,311,1948,20,185,0,treino,100-199 min
9571,L,299.7,310.9,1384,48.2,188,0,treino,100-199 min
9572,L,299.7,310.8,1589,36,190,0,treino,100-199 min
9573,M,299.7,310.8,1405,47.6,192,0,treino,100-199 min
9574,L,299.7,310.9,1491,40.1,195,0,treino,100-199 min
9575,H,299.7,310.8,1418,46.6,197,0,treino,100-199 min
9576,M,299.6,310.8,1603,35.4,202,0,validacao,200+ min
9577,L,299.6,310.7,1922,23.3,205,1,treino,200+ min
9578,M,299.5,310.7,1364,49.5,0,0,treino,0-99 min
9579,L,299.4,310.7,1551,41.2,3,0,validacao,0-99 min
9580,L,299.5,310.7,1589,33.5,5,0,treino,0-99 min
9581,M,299.5,310.7,1423,56.5,7,0,treino,0-99 min
9582,L,299.4,310.6,1418,53.1,10,0,treino,0-99 min
9583,M,299.3,310.5,1404,47.5,12,0,treino,0-99 min
9584,L,299.3,310.5,1281,59.8,15,0,teste,0-99 min
9585,L,299.3,310.5,1529,41.3,17,0,treino,0-99 min
9586,M,299.3,310.5,1563,42.1,19,0,validacao,0-99 min
9587,L,299.4,310.6,1348,54.5,22,0,validacao,0-99 min
9588,M,299.3,310.5,1462,40.5,24,0,validacao,0-99 min
9589,H,299.3,310.4,1510,45.5,27,0,validacao,0-99 min
9590,L,299.2,310.4,1472,43.3,32,0,teste,0-99 min
9591,M,299.2,310.4,1325,52,34,0,treino,0-99 min
